Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Upper first molar tooth.r,Intervertebral disc C2-C3,Fifth metacarpal bone.l,Scapula.r,Articular surface for cuboid.s,Hip bone.r,Temporal bone.l,Intervertebral disc L5-S1,Antebrachial fascia.l,,,,,Left coronary artery,Right subcostal vein,,Upper second molar tooth.r,Intervertebral disc T12-L1,Seventh rib.l,,,,,,Costal cartilage of tenth rib.l,Mammary region.r,Small intestine.j,Spinal ganglion.r,Sciatic bursa of obturator internus.l,Tendon sheath of flexor hallucis longus.r,,,Upper second molar tooth.r,Sesamoid bones of foot.r,Nuchal ligament
Upper second molar tooth.r,Intervertebral disc C3-C4,Capitate bone.l,Radius.r,Base of metatarsal bone.s,Tibia.r,Inferior nasal concha bone.l,Intervertebral disc T12-L1,Dorsal fascia of hand.l,,,,,Right inferolateral branch of right coronary artery,Vertebral vein.r,,Lower first premolar.r,Sacrococcygeal symphysis,Sixth rib.l,,,,,,Costal cartilage of ninth rib.l,Pectoral region.r,Taeniae coli.g,Spinal ganglion.l,Subtendinous bursa of obturator internus.r,Tendon sheath of flexor digitorum longus.l,,,Lower first premolar.r,Distal phalanx of first finger of hand.r,Intertransverse ligaments.r
Lower first premolar.r,Intervertebral disc C4-C5,Hamate bone.l,Ulna.r,Base of phalanx of foot.s,Fibula.r,Lacrimal bone.l,Sacrococcygeal symphysis,Palmar aponeurosis.l,,,,,Septal branches of anterior interventricular artery,Vertebral vein.l,,Lower second premolar.r,Interspinous ligaments,Third rib.l,,,,,,,Inframammary region.l,Taeniae coli.j,Posterior root of spinal nerve,Subtendinous bursa of obturator internus.l,Tendon sheath of tibialis posterior muscle.l,,,Lower second premolar.r,Distal phalanx of second finger of hand.r,Ligamenta flava
Lower second premolar.r,Intervertebral disc C5-C6,Lunate bone.l,Coraco-acromial ligament.r,Body of metatarsal bone.s,Obturator membrane.r,Nasal bone.l,Interspinous ligaments,Fascia lata.r,,,,,Brachiocephalic trunk,Internal thoracic veins.l,,Lower first molar tooth.r,Anterior longitudinal ligament,Eleventh rib.l,,,,,,,Mammary region.l,Colon.g,Anterior root of spinal nerve,Sciatic bursa of gluteus maximus muscle.r,Tendon sheath of flexor hallucis longus.l,,,Lower first molar tooth.r,Distal phalanx of third finger of hand.r,Intertransverse ligaments.l
Lower first molar tooth.r,Intervertebral disc C6-C7,Pisiform bone.l,Superior transverse scapular ligament.r,Body of phalanx of foot.s,Sacrotuberous ligament.r,Maxilla.l,Anterior longitudinal ligament,Fascia lata.l,,,,,Right common carotid artery,Musculophrenic veins.l,,Lower second molar tooth.r,Posterior longitudinal ligament,Twelfth rib.l,,,,,,,Pectoral region.l,Colon.j,White matter of spinal cord,Sciatic bursa of gluteus maximus muscle.l,Common tendon sheath of fibularis muscles.r,,,Lower second molar tooth.r,Distal phalanx of fourth finger of hand.r,Intervertebral disc C2-C3
Lower second molar tooth.r,Nucleus pulposus C6-C7,Scaphoid bone.l,Inferior transverse scapular ligament.r,Body of talus.s,Sacrospinous ligament.r,Palatine bone.l,Posterior longitudinal ligament,Medial femoral intermuscular septum.r,,,,,Right subclavian artery,Internal thoracic veins.r,,Upper first premolar.l,Ligamenta flava,Eighth rib.l,,,,,,,Infraclavicular fossa.r,Large intestine.g,,Intermuscular gluteal bursae.r,Common tendon sheath of fibularis muscles.l,,,Major alar cartilage.r,Distal phalanx of fifth finger of hand.r,Intervertebral disc C3-C4
Major alar cartilage.r,Nucleus pulposus C5-C6,Trapezium bone.l,Trapezoid ligament.r,Calcaneal sulcus.s,Iliolumbar ligament.r,Zygomatic bone.l,Ligamenta flava,Lateral femoral intermuscular septum.r,,,,,Aortic arch,Superior epigastric veins.r,,Upper second premolar.l,Intervertebral disc C2-C3,Ninth rib.l,,,,,,,Presternal region.r,Large intestine.j,,Intermuscular gluteal bursae.l,Plantar tendon sheath of fibularis longus muscle.r,,,Lateral process of nasal septal cartilage.r,Middle phalanx of second finger of hand.r,Intervertebral disc C4-C5
Lateral process of nasal septal cartilage.r,Nucleus pulposus C4-C5,Trapezoid bone.l,Conoid ligament.r,Calcaneal tubercle.s,Triradiate cartilage.r,Malleus.l,Intervertebral disc C2-C3,Popliteal fascia.r,,,,,Left common carotid artery,Musculophrenic veins.r,,Upper first molar tooth.l,Intervertebral disc C3-C4,Tenth rib.l,,,,,,,Deltopectoral triangle.r,Digestive canal.g,,(Iliopectineal bursa).r,Plantar tendon sheath of fibularis longus muscle.l,,,Nasal septal cartilage,Middle phalanx of third finger of hand.r,Intervertebral disc C5-C6
Nasal septal cartilage,Nucleus pulposus C3-C4,Triquetrum bone.l,Articular capsule of acromioclavicular joint.r,Calcaneal tuberosity.s,Anterior sacro-iliac ligament.r,Incus.l,Intervertebral disc C3-C4,Crural fascia.r,,,,,Left subclavian artery,Superior epigastric veins.l,,Upper second molar tooth.l,Intervertebral disc C4-C5,Costal cartilage of first rib.l,,,,,,,Infraclavicular fossa.l,Digestive canal.j,,(Iliopectineal bursa).l,,,,Thyroid cartilage,Middle phalanx of fourth finger of hand.r,Intervertebral disc C6-C7
Temporal bone.l,Nucleus pulposus C2-C3,Trapezoid line.s,Acromioclavicular ligament.r,Facet for calcaneonavicular part of bifurcate ligament.s,Posterior sacro-iliac ligament.r,Stapes.l,Intervertebral disc C4-C5,Anterior intermuscular septum of leg.r,,,,,Posterior intercostal arteries.l,Right brachiocephalic vein,,Lower first premolar.l,Intervertebral disc C5-C6,Costal cartilage of second rib.l,,,,,,,Presternal region.l,Extrahepatic bile ducts.g,,Subtendinous bursa of iliacus muscle.r,,,,Cricoid cartilage,Middle phalanx of fifth finger of hand.r,Intervertebral disc C7-T1
Inferior nasal concha bone.l,Sternocleidomastoid muscle.r,Scapula.l,Articular disc of acromioclavicular joint.r,Facet for plantar calcaneonavicular ligament.s,Interosseous sacro-iliac ligament.r,Upper medial incisor.l,Intervertebral disc C5-C6,Posterior intermuscular septum of leg.r,,,,,Posterior intercostal arteries.r,Left superior intercostal vein,,Lower second premolar.l,Nucleus pulposus C5-C6,Costal cartilage of third rib.l,,,,,,,Deltopectoral triangle.l,Extrahepatic bile ducts.j,,Subtendinous bursa of iliacus muscle.l,,,,Arytenoid cartilage.r,Proximal phalanx of first finger of hand.r,Intervertebral disc L1-L2
Lacrimal bone.l,Sternocleidomastoid muscle.l,Radius.l,Articular capsule of sternoclavicular joint.r,Fifth metatarsal bone.s,Anterior tibiofibular ligament.r,Upper lateral incisor.l,Nucleus pulposus C5-C6,Transverse intermuscular septum of leg.r,,,,,Subcostal artery.l,Right superior intercostal vein,,Lower first molar tooth.l,Nucleus pulposus C4-C5,Costal cartilage of fourth rib.l,,,,,,,Lateral region of thorax.r,Digestive system.g,,Superior bursa of biceps femoris muscle.r,,,,Corniculate cartilage.r,Proximal phalanx of second finger of hand.r,Intervertebral disc L2-L3
Nasal bone.l,Intermediate tendon of digastric muscle.r,Ulna.l,Articular disc of sternoclavicular joint.r,First metatarsal bone.s,Posterior tibiofibular ligament.r,Upper canine.l,Nucleus pulposus C4-C5,Iliopectineal arch.r,,,,,Subcostal artery.r,Left brachiocephalic vein,,Lower second molar tooth.l,Nucleus pulposus C3-C4,Costal cartilage of fifth rib.l,,,,,,,Lateral region of thorax.l,Digestive system.j,,Superior bursa of biceps femoris muscle.l,,,,Atlas (C1),Proximal phalanx of third finger of hand.r,Intervertebral disc L3-L4
Maxilla.l,Anterior belly of digastric muscle.r,Coraco-acromial ligament.l,Anterior sternoclavicular ligament.r,Groove for tendon of flexor hallucis longus of talus.s,Transverse tibiofibular ligament.r,Upper first premolar.l,Nucleus pulposus C3-C4,Medial femoral intermuscular septum.l,,,,,Superior phrenic arteries,Superior vena cava,,,Nucleus pulposus C2-C3,Costal cartilage of sixth rib.l,,,,,,,,Epiglottis,,Subtendinous prepatellar bursa.r,,,,Vertebra C6,Proximal phalanx of fourth finger of hand.r,Intervertebral disc L4-L5
Palatine bone.l,Posterior belly of digastric muscle.r,Superior transverse scapular ligament.l,Costoclavicular ligament.r,Groove for tendon of fibularis longus muscle of cuboid bone,Interosseous membrane of leg.r,Upper second premolar.l,Nucleus pulposus C2-C3,Lateral femoral intermuscular septum.l,,,,,Thoracic aorta,Posterior division of retromandibular vein.r,,,Intervertebral disc T1-T2,Costal cartilage of seventh rib.l,,,,,,,,Thyroid cartilage,,Subtendinous prepatellar bursa.l,,,,Vertebra C3,Proximal phalanx of fifth finger of hand.r,Intervertebral disc L5-S1
Zygomatic bone.l,Intermediate tendon of digastric muscle.l,Inferior transverse scapular ligament.l,Interclavicular ligament.r,Groove for tendon of flexor hallucis longus of calcaneus.s,Transverse part of iliofemoral ligament.r,Upper first molar tooth.l,Intervertebral disc T1-T2,Popliteal fascia.l,,,,,Inferior suprarenal artery.l,Angular vein.r,,,Intervertebral disc T10-T11,Costal cartilage of eighth rib.l,,,,,,,,Oesophagus,,Subcutaneous prepatellar bursa.r,,,,Vertebra C5,First metacarpal bone.r,Intervertebral disc T1-T2
Malleus.l,Anterior belly of digastric muscle.l,Trapezoid ligament.l,Posterior sternoclavicular ligament.r,Head of metatarsal bone.s,Descending part of iliofemoral ligament.r,Upper second molar tooth.l,Intervertebral disc T10-T11,Crural fascia.l,,,,,Inferior suprarenal artery.r,Submental vein.r,,,Intervertebral disc T11-T12,Costal cartilage of tenth rib.l,,,,,,,,Stomach,,Subcutaneous prepatellar bursa.l,,,,Vertebra C7,Second metacarpal bone.r,Intervertebral disc T10-T11
Incus.l,Posterior belly of digastric muscle.l,Conoid ligament.l,Oblique cord.r,Head of phalanx of foot.s,Transverse acetabular ligament.r,Major alar cartilage.l,Intervertebral disc T11-T12,Anterior intermuscular septum of leg.l,,,,,Inferior phrenic artery,Inferior labial veins.r,,,Intervertebral disc T2-T3,Costal cartilage of ninth rib.l,,,,,,,,Duodenum,,Deep infrapatellar bursa.r,,,,Vertebra C4,Third metacarpal bone.r,Intervertebral disc T11-T12
Stapes.l,Mylohyoid muscle.r,Articular capsule of acromioclavicular joint.l,Superior glenohumeral ligament.r,Head of talus.s,Acetabular labrum.r,Lateral process of nasal septal cartilage.l,Intervertebral disc T2-T3,Posterior intermuscular septum of leg.l,,,,,Lumbar arteries.l,Superior labial vein.r,,,Intervertebral disc T3-T4,Supraspinous ligament,,,,,,,,Jejunum,,Deep infrapatellar bursa.l,,,,Vertebra T2,Fourth metacarpal bone.r,Intervertebral disc T12-L1
Upper medial incisor.l,Stylohyoid muscle.r,Acromioclavicular ligament.l,Middle glenohumeral ligament.r,Lateral malleolar facet.s,Pubofemoral ligament.r,Upper medial incisor.l,Intervertebral disc T3-T4,Transverse intermuscular septum of leg.l,,,,,Lumbar arteries.r,Facial vein.r,,,Intervertebral disc T4-T5,Interspinous ligaments,,,,,,,,Vermiform appendix,,Subfacial prepatellar bursa.r,,,,Vertebra T3,Fifth metacarpal bone.r,Intervertebral disc T2-T3
Upper lateral incisor.l,Geniohyoid muscle.r,Articular disc of acromioclavicular joint.l,Inferior glenohumeral ligament.r,Lateral process of calcaneal tuberosity.s,Zona orbicularis.r,Upper lateral incisor.l,Intervertebral disc T4-T5,Iliopectineal arch.l,,,,,Splenic artery,Inferior ophthalmic vein.r,,,Intervertebral disc T5-T6,Anterior longitudinal ligament,,,,,,,,Free taenia,,Subfacial prepatellar bursa.l,,,,Vertebra T4,Capitate bone.r,Intervertebral disc T3-T4
Upper canine.l,Mylohyoid muscle.l,Articular capsule of sternoclavicular joint.l,Articular capsule of glenohumeral joint.r,Lateral process of talus.s,Ischiofemoral ligament.r,Upper canine.l,Intervertebral disc T5-T6,Clavipectoral fascia.r,,,,,Anterior inferior pancreaticoduodenal artery,Superior thyroid vein.r,,,Intervertebral disc T6-T7,Posterior longitudinal ligament,,,,,,,,Mesocolic taenia,,Subcutaneous infrapatellar bursa.r,,,,Vertebra T5,Hamate bone.r,Intervertebral disc T4-T5
Lower medial incisor.l,Stylohyoid muscle.l,Articular disc of sternoclavicular joint.l,Glenoid labrum.r,Lateral tubercle.s,Ligament of head of femur.r,Upper first premolar.l,Intervertebral disc T6-T7,Clavipectoral fascia.l,,,,,Colic branch of ileocolic artery,Occipital vein.r,,,Intervertebral disc T7-T8,Intertransverse ligaments.r,,,,,,,,Omental taenia,,Subcutaneous infrapatellar bursa.l,,,,Vertebra T6,Lunate bone.r,Intervertebral disc T5-T6
Lower lateral incisor.l,Geniohyoid muscle.l,Anterior sternoclavicular ligament.l,Coracohumeral ligament.r,Medial malleolar facet.s,Articular capsule of hip joint.r,Upper second premolar.l,Intervertebral disc T7-T8,Iliopsoas fascia.r,,,,,Ileocolic artery,Superficial temporal veins.r,,,Intervertebral disc T8-T9,Ligamenta flava,,,,,,,,Sigmoid colon,,Suprapatellar bursa.r,,,,Vertebra T7,Pisiform bone.r,Intervertebral disc T6-T7
Lower canine.l,Omohyoid muscle.r,Costoclavicular ligament.l,Transverse humeral ligament.r,Medial process of calcaneal tuberosity.s,Frenula capsulae.r,Upper first molar tooth.l,Intervertebral disc T8-T9,Iliopsoas fascia.l,,,,,Ileal branch of ileocolic artery,Posterior auricular vein.r,,,Intervertebral disc T9-T10,Intertransverse ligaments.l,,,,,,,,Ascending colon,,Suprapatellar bursa.l,,,,Vertebra T9,Scaphoid bone.r,Intervertebral disc T7-T8
Upper first premolar.l,Omohyoid muscle.l,Interclavicular ligament.l,Articular capsule of elbow joint.r,Medial tubercle.s,Anterior meniscotibial ligament (Medial meniscus).r,Upper second molar tooth.l,Intervertebral disc T9-T10,Transversalis fascia,,,,,Appendicular artery,Maxillary veins.r,,,Sternal angle.j,Intervertebral disc C7-T1,,,,,,,,Descending colon,,Subcutaneous bursa of tuberosity of tibia.r,,,,Vertebra T10,Trapezium bone.r,Intervertebral disc T8-T9
Upper second premolar.l,Sternohyoid muscle.r,Posterior sternoclavicular ligament.l,Radial collateral ligament.r,Middle facet for calcaneus.s,Posterior meniscotibial ligament (Medial meniscus).r,Upper medial incisor.r,Thoracolumbar fascia.j,Diaphragmatic fascia,,,,,Superior mesenteric artery,Lingual vein.r,,,Costal notches.j,Intervertebral disc T1-T2,,,,,,,,Transverse colon,,Subcutaneous bursa of tuberosity of tibia.l,,,,Vertebra T11,Trapezoid bone.r,Intervertebral disc T9-T10
Upper first molar tooth.l,Sternothyroid muscle.r,Oblique cord.l,Ulnar collateral ligament.r,Navicular articular surface.s,Medial meniscus.r,Upper lateral incisor.r,Thoracolumbar fascia.g,,,,,,Marginal artery,Posterior division of retromandibular vein.l,,,Clavicular notch.j,Intervertebral disc T10-T11,,,,,,,,Left posterior lateral segment of liver (II),,Inferior subtendinous bursa of biceps femoris muscle.r,,,,Vertebra T12,Triquetrum bone.r,Nucleus pulposus L5-S1
Upper second molar tooth.l,Thyrohyoid muscle.r,Superior glenohumeral ligament.l,Annular ligament of radius.r,Neck of talus.s,Anterior meniscotibial ligament (Lateral meniscus).r,Upper canine.r,Iliocostalis muscles.g,,,,,,Right colic artery,Angular vein.l,,,Manubrium of sternum.j,Intervertebral disc T11-T12,,,,,,,,Left anterior lateral segment of liver (III),,Subtendinous bursa of sartorius muscle.r,,,,Vertebra T8,Scapula.r,Nucleus pulposus L4-L5
Lower first premolar.l,Sternohyoid muscle.l,Middle glenohumeral ligament.l,Quadrate ligament.r,Posterior calcaneal articular facet.s,Posterior meniscotibial ligament (Lateral meniscus).r,Upper first premolar.r,Iliocostalis muscles.j,,,,,,Proper hepatic artery,Submental vein.l,,,Xiphoid process.j,Intervertebral disc T12-L1,,,,,,,,Left medial segment of liver (IV),,Subtendinous bursa of sartorius muscle.l,,,,Vertebra T1,Radius.r,Nucleus pulposus L3-L4
Lower second premolar.l,Sternothyroid muscle.l,Inferior glenohumeral ligament.l,Articular disc of distal radio-ulnar joint.r,Posterior process of talus.s,Superficial part of tibial collateral ligament.r,Upper second premolar.r,Spinotransversales muscles.g,,,,,,Coeliac trunk,Inferior labial veins.l,,,Transverse costal facet.j,Intervertebral disc T2-T3,,,,,,,,Anterior medial segment of liver (V),,Anserine bursa.r,,,,Vertebra L1,Ulna.r,Nucleus pulposus L2-L3
Lower first molar tooth.l,Thyrohyoid muscle.l,Articular capsule of glenohumeral joint.l,Palmar radio-ulnar ligament.r,Superior facet of talus.s,Deep part of tibial collateral ligament.r,Upper first molar tooth.r,Longissimus muscles.g,,,,,,Left gastric artery,Superior labial vein.l,,,Superior costal facet.j,Intervertebral disc T3-T4,,,,,,,,Anterior lateral segment of liver (VI),,Anserine bursa.l,,,,Vertebra L2,Femur.r,Nucleus pulposus L1-L2
Lower second molar tooth.l,Stylopharyngeus muscle.l,Glenoid labrum.l,Dorsal radio-ulnar ligament.r,Talar sulcus.s,Lateral meniscus.r,Upper second molar tooth.r,Spinalis muscles.g,,,,,,Common hepatic artery,Facial vein.l,,,Thoracic vertebra.j,Intervertebral disc T4-T5,,,,,,,,Posterior lateral segment of liver (VII),,Inferior subtendinous bursa of biceps femoris muscle.l,,,,Vertebra L4,Hip bone.r,Nucleus pulposus T12-L1
Major alar cartilage.l,Oblique part of cricothyroid muscle.r,Coracohumeral ligament.l,Dorsal scaphotriquetral ligament.r,Tarsal sinus.s,Articular capsule of knee joint.r,,Spinalis muscles.j,,,,,,Gastroduodenal artery,Inferior ophthalmic vein.l,,,Inferior costal facet.j,Intervertebral disc T5-T6,,,,,,,,Posterior segment of liver (I),,Medial subtendinous bursa of gastrocnemius muscle.r,,,,Vertebra L5,Tibia.r,Nucleus pulposus T11-T12
Lateral process of nasal septal cartilage.l,Straight part of cricothyroid muscle.r,Transverse humeral ligament.l,Dorsal intercarpal ligaments.r,Trochlea of phalanx of foot.s,Meniscopatellar ligament.r,,Erector spinae.g,,,,,,Anterior branch of renal artery.r,Superior thyroid vein.l,,,Coccyx.j,Intervertebral disc T6-T7,,,,,,,,Posterior medial segment of liver (VIII),,Lateral subtendinous bursa of gastrocnemius muscle.r,,,,Vertebra L3,Fibula.r,Nucleus pulposus T10-T11
Anterior limb of stapes.s,Oblique part of cricothyroid muscle.l,Articular capsule of elbow joint.l,Scaphotrapeziotrapezoidal ligament.r,Trochlea of talus.s,Transverse ligament of knee.r,,Splenius muscles.g,,,,,,Anterior branch of renal artery.l,Occipital vein.l,,,Base of coccyx.j,Intervertebral disc T7-T8,,,,,,,,Liver,,Medial subtendinous bursa of gastrocnemius muscle.l,,,,Coccyx,Clavicle.l,Nucleus pulposus T9-T10
Anterior limb of stapes.i,Straight part of cricothyroid muscle.l,Radial collateral ligament.l,Scaphocapitate ligament.r,Tuberosity of cuboid bone.s,Posterior cruciate ligament.r,,Splenius muscles.j,,,,,,Posterior branch of renal artery.r,Superficial temporal veins.l,,,Apex of coccyx.j,Intervertebral disc T8-T9,,,,,,,,Gallbladder,,Lateral subtendinous bursa of gastrocnemius muscle.l,,,,Fifth rib.r,Humerus.l,Nucleus pulposus T8-T9
Anterior process of malleus.s,External part of thyro-arytenoid muscle.r,Ulnar collateral ligament.l,Palmar scaphotriquetral ligament.r,Tuberosity of distal phalanx of foot.s,Anterior cruciate ligament.r,,Multifidus muscles.g,,,,,,Posterior branch of renal artery.l,Posterior auricular vein.l,,,Coccygeal horn.j,Intervertebral disc T9-T10,,,,,,,,Bile duct,,Semimembranosus bursa.r,,,,First rib.r,Patella.l,Nucleus pulposus T7-T8
Anterior process of malleus.i,External part of thyro-arytenoid muscle.l,Annular ligament of radius.l,Triquetrocapitate ligament.r,Tuberosity of navicular bone.s,Fibular collateral ligament.r,,Multifidus muscles.j,,,,,,Intrarenal arteries of left kidney,Maxillary veins.l,,,Vertebra.j,Nucleus pulposus T12-L1,,,,,,,,Pancreatic duct,,Semimembranosus bursa.l,,,,Fourth rib.r,Talus.l,Nucleus pulposus T6-T7
Articular facet for malleus.s,Ary-epiglottic part of oblique arytenoid muscle.r,Quadrate ligament.l,Triquetrohamate ligament.r,Sustentaculum tali.s,Oblique popliteal ligament.r,,Semispinalis muscles.g,,,,,,Intrarenal arteries of right kidney,Lingual vein.l,,,Vertebral body.j,Nucleus pulposus T11-T12,,,,,,,,Accessory pancreatic duct,,Subcutaneous bursa of lateral malleolus.r,,,,Second rib.r,Calcaneus.l,Nucleus pulposus T5-T6
Articular facet for malleus.i,Thyro-epiglottic part of thyro-arytenoid muscle.r,Articular disc of distal radio-ulnar joint.l,Pisotriquetral ligament.r,Femur.l,Infrapatellar fat pad.r,,Semispinalis muscles.j,,,,,,Right renal artery,Common facial vein.r,,,Annular epiphysis.j,Nucleus pulposus T10-T11,,,,,,,,Pancreas,,Subcutaneous bursa of medial malleolus.r,,,,Seventh rib.r,Navicular bone.l,Nucleus pulposus T4-T5
Articular facet for stapes.s,Ary-epiglottic part of oblique arytenoid muscle.l,Palmar radio-ulnar ligament.l,Palmar capitohamate ligament.r,Hip bone.l,Arcuate popliteal ligament.r,,Rotatores.g,,,,,,Left renal artery,Common facial vein.l,,,Vertebral arch.j,Nucleus pulposus T9-T10,,,,,,,,Mucosa of stomach,,Subcutaneous bursa of lateral malleolus.l,,,,Sixth rib.r,Cuboid bone.l,Nucleus pulposus T3-T4
Articular facet for stapes.i,Thyro-epiglottic part of thyro-arytenoid muscle.l,Dorsal radio-ulnar ligament.l,Palmar trapezoideocapitate ligament.r,Tibia.l,Popliteofibular ligament.r,,Rotatores.j,,,,,,Right testicular artery,Internal jugular vein.r,,,Spinous process.j,Nucleus pulposus T8-T9,,,,,,,,External anal sphincter.r,,Subcutaneous bursa of medial malleolus.l,,,,Third rib.r,Intermediate cuneiform bone.l,Nucleus pulposus T2-T3
